series,section,number,name,price,image_url
"ST01",SR,ST01-012,モンキー・D・ルフィ,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10012.jpg
"ST01",SR,ST01-013,ロロノア・ゾロ,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10013.jpg
"ST01",C,ST01-002,ウソップ,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10002.jpg
"ST01",C,ST01-003,カルー,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10003.jpg
"ST01",C,ST01-004,サンジ,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10004.jpg
"ST01",C,ST01-005,ジンベエ,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10005.jpg
"ST01",C,ST01-006,トニートニー・チョッパー,50 円,https://card.yuyu-tei.jp/opc/100_140/st01/10006.jpg
"ST01",C,ST01-007,ナミ,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10007.jpg
"ST01",C,ST01-008,ニコ・ロビン,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10008.jpg
"ST01",C,ST01-009,ネフェルタリ・ビビ,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10009.jpg
"ST01",C,ST01-010,フランキー,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10010.jpg
"ST01",C,ST01-011,ブルック,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10011.jpg
"ST01",C,ST01-014,毛皮強化,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10014.jpg
"ST01",C,ST01-015,ゴムゴムのJET銃,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10015.jpg
"ST01",C,ST01-016,悪魔風脚,120 円,https://card.yuyu-tei.jp/opc/100_140/st01/10016.jpg
"ST01",C,ST01-017,サウザンド・サニー号,80 円,https://card.yuyu-tei.jp/opc/100_140/st01/10017.jpg
"ST01",L,ST01-001,モンキー・D・ルフィ,220 円,https://card.yuyu-tei.jp/opc/100_140/st01/10001.jpg
"ST01",L,ST01-001,モンキー・D・ルフィ(パラレル),"5,980 円",https://card.yuyu-tei.jp/opc/100_140/st01/10018.jpg
"ST02",SR,ST02-009,トラファルガー・ロー,120 円,https://card.yuyu-tei.jp/opc/100_140/st02/10009.jpg
"ST02",SR,ST02-013,ユースタス・キッド,120 円,https://card.yuyu-tei.jp/opc/100_140/st02/10013.jpg
"ST02",C,ST02-002,ヴィト,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10002.jpg
"ST02",C,ST02-003,ウルージ,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10003.jpg
"ST02",C,ST02-004,カポネ・ベッジ,50 円,https://card.yuyu-tei.jp/opc/100_140/st02/10004.jpg
"ST02",C,ST02-005,キラー,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10005.jpg
"ST02",C,ST02-006,コビー,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10006.jpg
"ST02",C,ST02-007,ジュエリー・ボニー,120 円,https://card.yuyu-tei.jp/opc/100_140/st02/10007.jpg
"ST02",C,ST02-008,スクラッチメン・アプー,120 円,https://card.yuyu-tei.jp/opc/100_140/st02/10008.jpg
"ST02",C,ST02-010,バジル・ホーキンス,120 円,https://card.yuyu-tei.jp/opc/100_140/st02/10010.jpg
"ST02",C,ST02-011,ヒート,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10011.jpg
"ST02",C,ST02-012,ベポ,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10012.jpg
"ST02",C,ST02-014,X・ドレーク,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10014.jpg
"ST02",C,ST02-015,メス,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10015.jpg
"ST02",C,ST02-016,反発,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10016.jpg
"ST02",C,ST02-017,藁備手刀,80 円,https://card.yuyu-tei.jp/opc/100_140/st02/10017.jpg
"ST02",L,ST02-001,ユースタス・キッド,120 円,https://card.yuyu-tei.jp/opc/100_140/st02/10001.jpg
"ST02",L,ST02-001,ユースタス・キッド(パラレル),220 円,https://card.yuyu-tei.jp/opc/100_140/st02/10018.jpg
"ST03",SR,ST03-009,ドンキホーテ・ドフラミンゴ,120 円,https://card.yuyu-tei.jp/opc/100_140/st03/10009.jpg
"ST03",C,ST03-002,エドワード・ウィーブル,30 円,https://card.yuyu-tei.jp/opc/100_140/st03/10002.jpg
"ST03",C,ST03-004,ゲッコー・モリア,120 円,https://card.yuyu-tei.jp/opc/100_140/st03/10004.jpg
"ST03",C,ST03-005,ジュラキュール・ミホーク,50 円,https://card.yuyu-tei.jp/opc/100_140/st03/10005.jpg
"ST03",C,ST03-006,ジンベエ,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10006.jpg
"ST03",C,ST03-007,戦桃丸,120 円,https://card.yuyu-tei.jp/opc/100_140/st03/10007.jpg
"ST03",C,ST03-008,トラファルガー・ロー,50 円,https://card.yuyu-tei.jp/opc/100_140/st03/10008.jpg
"ST03",C,ST03-010,バーソロミュー・くま,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10010.jpg
"ST03",C,ST03-011,バギー,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10011.jpg
"ST03",C,ST03-012,パシフィスタ,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10012.jpg
"ST03",C,ST03-013,ボア・ハンコック,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10013.jpg
"ST03",C,ST03-014,マーシャル・D・ティーチ,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10014.jpg
"ST03",C,ST03-015,砂嵐,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10015.jpg
"ST03",C,ST03-016,つっぱり圧力砲,80 円,https://card.yuyu-tei.jp/opc/100_140/st03/10016.jpg
"ST03",C,ST03-017,メロメロ甘風,120 円,https://card.yuyu-tei.jp/opc/100_140/st03/10017.jpg
"ST03",L,ST03-001,クロコダイル,120 円,https://card.yuyu-tei.jp/opc/100_140/st03/10001.jpg
"ST04",C,ST04-002,うるティ,120 円,https://card.yuyu-tei.jp/opc/100_140/st04/10002.jpg
"ST04",C,ST04-006,ササキ,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10006.jpg
"ST04",C,ST04-007,シープスヘッド,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10007.jpg
"ST04",C,ST04-008,ジャック,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10008.jpg
"ST04",C,ST04-009,ジンラミー,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10009.jpg
"ST04",C,ST04-010,フーズ・フー,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10010.jpg
"ST04",C,ST04-011,ブラックマリア,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10011.jpg
"ST04",C,ST04-012,ページワン,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10012.jpg
"ST04",C,ST04-013,X・ドレーク,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10013.jpg
"ST04",C,ST04-014,大看板”災害”,120 円,https://card.yuyu-tei.jp/opc/100_140/st04/10014.jpg
"ST04",C,ST04-015,無頼男爆弾,120 円,https://card.yuyu-tei.jp/opc/100_140/st04/10015.jpg
"ST04",C,ST04-016,熱息,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10016.jpg
"ST04",C,ST04-017,鬼ヶ島,80 円,https://card.yuyu-tei.jp/opc/100_140/st04/10017.jpg
"ST04",L,ST04-001,カイドウ,120 円,https://card.yuyu-tei.jp/opc/100_140/st04/10001.jpg
"ST05",SR,ST05-004,ウタ,220 円,https://card.yuyu-tei.jp/opc/100_140/st05/10004.jpg
"ST05",SR,ST05-011,ダグラス・バレット,120 円,https://card.yuyu-tei.jp/opc/100_140/st05/10011.jpg
"ST05",C,ST05-002,アイン,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10002.jpg
"ST05",C,ST05-003,アン,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10003.jpg
"ST05",C,ST05-005,カリーナ,120 円,https://card.yuyu-tei.jp/opc/100_140/st05/10005.jpg
"ST05",C,ST05-006,ギルド・テゾーロ,120 円,https://card.yuyu-tei.jp/opc/100_140/st05/10006.jpg
"ST05",C,ST05-007,ゴードン,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10007.jpg
"ST05",C,ST05-008,シキ,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10008.jpg
"ST05",C,ST05-009,スカーレット,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10009.jpg
"ST05",C,ST05-010,ゼット,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10010.jpg
"ST05",C,ST05-012,バカラ,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10012.jpg
"ST05",C,ST05-013,ビンズ,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10013.jpg
"ST05",C,ST05-014,ブエナ・フェスタ,120 円,https://card.yuyu-tei.jp/opc/100_140/st05/10014.jpg
"ST05",C,ST05-015,Dr.インディゴ,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10015.jpg
"ST05",C,ST05-016,獅子威し御所地巻き,120 円,https://card.yuyu-tei.jp/opc/100_140/st05/10016.jpg
"ST05",C,ST05-017,鎧合体,80 円,https://card.yuyu-tei.jp/opc/100_140/st05/10017.jpg
"ST05",L,ST05-001,シャンクス,120 円,https://card.yuyu-tei.jp/opc/100_140/st05/10001.jpg
"ST06",C,ST06-002,コビー,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10002.jpg
"ST06",C,ST06-003,ジャンゴ,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10003.jpg
"ST06",C,ST06-005,センゴク,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10005.jpg
"ST06",C,ST06-006,たしぎ,120 円,https://card.yuyu-tei.jp/opc/100_140/st06/10006.jpg
"ST06",C,ST06-007,つる,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10007.jpg
"ST06",C,ST06-008,ヒナ,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10008.jpg
"ST06",C,ST06-009,フルボディ,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10009.jpg
"ST06",C,ST06-010,ヘルメッポ,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10010.jpg
"ST06",C,ST06-011,モモンガ,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10011.jpg
"ST06",C,ST06-013,Tボーン,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10013.jpg
"ST06",C,ST06-014,衝撃波,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10014.jpg
"ST06",C,ST06-015,大噴火,120 円,https://card.yuyu-tei.jp/opc/100_140/st06/10015.jpg
"ST06",C,ST06-016,ホワイト・アウト,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10016.jpg
"ST06",C,ST06-017,海軍本部,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10017.jpg
"ST06",L,ST06-001,サカズキ,80 円,https://card.yuyu-tei.jp/opc/100_140/st06/10001.jpg
"ST07",SR,ST07-003,シャーロット・カタクリ,220 円,https://card.yuyu-tei.jp/opc/100_140/st07/10003.jpg
"ST07",SR,ST07-010,シャーロット・リンリン,220 円,https://card.yuyu-tei.jp/opc/100_140/st07/10010.jpg
"ST07",C,ST07-002,シャーロット・アナナ,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10002.jpg
"ST07",C,ST07-004,シャーロット・スナック,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10004.jpg
"ST07",C,ST07-005,シャーロット・ダイフク,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10005.jpg
"ST07",C,ST07-006,シャーロット・フランペ,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10006.jpg
"ST07",C,ST07-007,シャーロット・ブリュレ,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10007.jpg
"ST07",C,ST07-008,シャーロット・プリン,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10008.jpg
"ST07",C,ST07-009,シャーロット・モンドール,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10009.jpg
"ST07",C,ST07-011,ゼウス,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10011.jpg
"ST07",C,ST07-012,タマゴ男爵,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10012.jpg
"ST07",C,ST07-013,プロメテウス,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10013.jpg
"ST07",C,ST07-014,ぺコムズ,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10014.jpg
"ST07",C,ST07-015,魂への言葉,80 円,https://card.yuyu-tei.jp/opc/100_140/st07/10015.jpg
"ST07",C,ST07-016,力餅,120 円,https://card.yuyu-tei.jp/opc/100_140/st07/10016.jpg
"ST07",C,ST07-017,クイーン・ママ・シャンテ号,120 円,https://card.yuyu-tei.jp/opc/100_140/st07/10017.jpg
"ST07",L,ST07-001,シャーロット・リンリン,120 円,https://card.yuyu-tei.jp/opc/100_140/st07/10001.jpg
"ST08",SR,ST08-002,ウタ,220 円,https://card.yuyu-tei.jp/opc/100_140/st08/10002.jpg
"ST08",C,ST08-003,ガイモン,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10003.jpg
"ST08",C,ST08-004,コビー,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10004.jpg
"ST08",C,ST08-006,しらほし,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10006.jpg
"ST08",C,ST08-007,ネフェルタリ・ビビ,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10007.jpg
"ST08",C,ST08-008,ヒグマ,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10008.jpg
"ST08",C,ST08-009,マキノ,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10009.jpg
"ST08",C,ST08-010,モンキー・D・ガープ,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10010.jpg
"ST08",C,ST08-011,モンキー・D・ルフィ,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10011.jpg
"ST08",C,ST08-012,ラブーン,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10012.jpg
"ST08",C,ST08-013,Mr.2・ボン・クレー(ベンサム),50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10013.jpg
"ST08",C,ST08-014,ゴムゴムの鐘,50 円,https://card.yuyu-tei.jp/opc/100_140/st08/10014.jpg
"ST08",C,ST08-015,ゴムゴムの銃,220 円,https://card.yuyu-tei.jp/opc/100_140/st08/10015.jpg
"ST08",L,ST08-001,モンキー・D・ルフィ,320 円,https://card.yuyu-tei.jp/opc/100_140/st08/10001.jpg
"ST09",SR,ST09-005,光月おでん,120 円,https://card.yuyu-tei.jp/opc/100_140/st09/10005.jpg
"ST09",SR,ST09-010,ポートガス・D・エース,120 円,https://card.yuyu-tei.jp/opc/100_140/st09/10010.jpg
"ST09",C,ST09-002,雨月天ぷら,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10002.jpg
"ST09",C,ST09-003,うるティ,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10003.jpg
"ST09",C,ST09-004,カイドウ,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10004.jpg
"ST09",C,ST09-006,光月モモの助,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10006.jpg
"ST09",C,ST09-007,しのぶ,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10007.jpg
"ST09",C,ST09-008,霜月牛マル,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10008.jpg
"ST09",C,ST09-009,風月おむすび,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10009.jpg
"ST09",C,ST09-011,モンキー・D・ルフィ,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10011.jpg
"ST09",C,ST09-012,ヤマト,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10012.jpg
"ST09",C,ST09-013,ヤマト,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10013.jpg
"ST09",C,ST09-014,鳴鏑,80 円,https://card.yuyu-tei.jp/opc/100_140/st09/10014.jpg
"ST09",C,ST09-015,雷鳴八卦,50 円,https://card.yuyu-tei.jp/opc/100_140/st09/10015.jpg
"ST09",L,ST09-001,ヤマト,220 円,https://card.yuyu-tei.jp/opc/100_140/st09/10001.jpg
"ST10",SR,ST10-010,トラファルガー・ロー,120 円,https://card.yuyu-tei.jp/opc/100_140/st10/10010.jpg
"ST10",SR,ST10-013,ユースタス・キッド,220 円,https://card.yuyu-tei.jp/opc/100_140/st10/10013.jpg
"ST10",R,OP01-016,ナミ(パラレル),120 円,https://card.yuyu-tei.jp/opc/100_140/st10/10018.jpg
"ST10",C,ST10-004,サンジ,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10004.jpg
"ST10",C,ST10-005,ジンベエ,220 円,https://card.yuyu-tei.jp/opc/100_140/st10/10005.jpg
"ST10",C,ST10-007,キラー,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10007.jpg
"ST10",C,ST10-008,シャチ＆ペンギン,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10008.jpg
"ST10",C,ST10-009,ジャンバール,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10009.jpg
"ST10",C,ST10-011,ヒート,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10011.jpg
"ST10",C,ST10-012,ベポ,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10012.jpg
"ST10",C,ST10-014,ワイヤー,80 円,https://card.yuyu-tei.jp/opc/100_140/st10/10014.jpg
"ST10",C,ST10-015,ゴムゴムの巨人つっぱり,120 円,https://card.yuyu-tei.jp/opc/100_140/st10/10015.jpg
"ST10",C,ST10-016,ゴムゴムの猿王銃乱打,120 円,https://card.yuyu-tei.jp/opc/100_140/st10/10016.jpg
"ST10",C,ST10-017,磁気万力,120 円,https://card.yuyu-tei.jp/opc/100_140/st10/10017.jpg
"ST10",L,ST10-001,トラファルガー・ロー,220 円,https://card.yuyu-tei.jp/opc/100_140/st10/10001.jpg
"ST10",L,ST10-002,モンキー・D・ルフィ,420 円,https://card.yuyu-tei.jp/opc/100_140/st10/10002.jpg
"ST10",L,ST10-003,ユースタス・キッド,220 円,https://card.yuyu-tei.jp/opc/100_140/st10/10003.jpg
"ST11",SR,ST11-002,ウタ,220 円,https://card.yuyu-tei.jp/opc/100_140/st11/10002.jpg
"ST11",SR,ST11-004,新時代,120 円,https://card.yuyu-tei.jp/opc/100_140/st11/10004.jpg
"ST11",R,OP02-040,ブルック(ホロなし),80 円,https://card.yuyu-tei.jp/opc/100_140/st11/10006.jpg
"ST11",R,OP02-041,モンキー・Ｄ・ルフィ(ホロなし),80 円,https://card.yuyu-tei.jp/opc/100_140/st11/10007.jpg
"ST11",C,ST11-003,逆光,120 円,https://card.yuyu-tei.jp/opc/100_140/st11/10003.jpg
"ST11",C,ST11-005,私は最強,80 円,https://card.yuyu-tei.jp/opc/100_140/st11/10005.jpg
"ST11",L,ST11-001,ウタ,120 円,https://card.yuyu-tei.jp/opc/100_140/st11/10001.jpg
"ST12",SR,ST12-003,ジュラキュール・ミホーク,320 円,https://card.yuyu-tei.jp/opc/100_140/st12/10003.jpg
"ST12",SR,ST12-010,エンポリオ・イワンコフ,220 円,https://card.yuyu-tei.jp/opc/100_140/st12/10010.jpg
"ST12",C,ST12-002,くいな,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10002.jpg
"ST12",C,ST12-004,ヒューマンドリル,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10004.jpg
"ST12",C,ST12-005,ペローナ,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10005.jpg
"ST12",C,ST12-006,ヨサク＆ジョニー,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10006.jpg
"ST12",C,ST12-007,リカ,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10007.jpg
"ST12",C,ST12-008,ロロノア・ゾロ,120 円,https://card.yuyu-tei.jp/opc/100_140/st12/10008.jpg
"ST12",C,ST12-009,エレファント・ホンマグロ,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10009.jpg
"ST12",C,ST12-011,サンジ,80 円,https://card.yuyu-tei.jp/opc/100_140/st12/10011.jpg
"ST12",C,ST12-012,シャーロット・プリン,120 円,https://card.yuyu-tei.jp/opc/100_140/st12/10012.jpg
"ST12",C,ST12-013,ゼフ,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10013.jpg
"ST12",C,ST12-014,デュバル,80 円,https://card.yuyu-tei.jp/opc/100_140/st12/10014.jpg
"ST12",C,ST12-015,パティ＆カルネ,50 円,https://card.yuyu-tei.jp/opc/100_140/st12/10015.jpg
"ST12",C,ST12-016,獅子歌歌,80 円,https://card.yuyu-tei.jp/opc/100_140/st12/10016.jpg
"ST12",C,ST12-017,整形ショット,80 円,https://card.yuyu-tei.jp/opc/100_140/st12/10017.jpg
"ST12",L,ST12-001,ロロノア・ゾロ＆サンジ,220 円,https://card.yuyu-tei.jp/opc/100_140/st12/10001.jpg
"ST13",P-SR,ST13-008,サボ(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/st13/10016.jpg
"ST13",P-SR,ST13-011,ポートガス・D・エース(パラレル),"2,980 円",https://card.yuyu-tei.jp/opc/100_140/st13/10022.jpg
"ST13",P-SR,ST13-013,モンキー・D・ガープ(パラレル),"1,280 円",https://card.yuyu-tei.jp/opc/100_140/st13/10026.jpg
"ST13",P-SR,ST13-015,モンキー・D・ルフィ(パラレル),"1,980 円",https://card.yuyu-tei.jp/opc/100_140/st13/10030.jpg
"ST13",SR,ST13-008,サボ,220 円,https://card.yuyu-tei.jp/opc/100_140/st13/10015.jpg
"ST13",SR,ST13-011,ポートガス・D・エース,500 円,https://card.yuyu-tei.jp/opc/100_140/st13/10021.jpg
"ST13",SR,ST13-013,モンキー・D・ガープ,220 円,https://card.yuyu-tei.jp/opc/100_140/st13/10025.jpg
"ST13",SR,ST13-015,モンキー・D・ルフィ,220 円,https://card.yuyu-tei.jp/opc/100_140/st13/10029.jpg
"ST13",P-R,ST13-005,エンポリオ・イワンコフ(パラレル),500 円,https://card.yuyu-tei.jp/opc/100_140/st13/10010.jpg
"ST13",R,ST13-005,エンポリオ・イワンコフ,80 円,https://card.yuyu-tei.jp/opc/100_140/st13/10009.jpg
"ST13",P-C,ST13-004,エドワード・ニューゲート(パラレル),500 円,https://card.yuyu-tei.jp/opc/100_140/st13/10008.jpg
"ST13",P-C,ST13-006,カーリー・ダダン(パラレル),500 円,https://card.yuyu-tei.jp/opc/100_140/st13/10012.jpg
"ST13",P-C,ST13-007,サボ(パラレル),"1,280 円",https://card.yuyu-tei.jp/opc/100_140/st13/10014.jpg
"ST13",P-C,ST13-009,シャンクス(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/st13/10018.jpg
"ST13",P-C,ST13-010,ポートガス・D・エース(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/st13/10020.jpg
"ST13",P-C,ST13-012,マキノ(パラレル),500 円,https://card.yuyu-tei.jp/opc/100_140/st13/10024.jpg
"ST13",P-C,ST13-014,モンキー・D・ルフィ(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/st13/10028.jpg
"ST13",P-C,ST13-016,ヤマト(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/st13/10032.jpg
"ST13",C,ST13-004,エドワード・ニューゲート,80 円,https://card.yuyu-tei.jp/opc/100_140/st13/10007.jpg
"ST13",C,ST13-006,カーリー・ダダン,80 円,https://card.yuyu-tei.jp/opc/100_140/st13/10011.jpg
"ST13",C,ST13-007,サボ,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10013.jpg
"ST13",C,ST13-009,シャンクス,80 円,https://card.yuyu-tei.jp/opc/100_140/st13/10017.jpg
"ST13",C,ST13-010,ポートガス・D・エース,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10019.jpg
"ST13",C,ST13-012,マキノ,80 円,https://card.yuyu-tei.jp/opc/100_140/st13/10023.jpg
"ST13",C,ST13-014,モンキー・D・ルフィ,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10027.jpg
"ST13",C,ST13-016,ヤマト,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10031.jpg
"ST13",C,ST13-017,「火炎」竜王,320 円,https://card.yuyu-tei.jp/opc/100_140/st13/10033.jpg
"ST13",C,ST13-018,ゴムゴムのJET槍,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10034.jpg
"ST13",C,ST13-019,3兄弟の絆,80 円,https://card.yuyu-tei.jp/opc/100_140/st13/10035.jpg
"ST13",P-L,ST13-001,サボ(パラレル),"2,480 円",https://card.yuyu-tei.jp/opc/100_140/st13/10002.jpg
"ST13",P-L,ST13-002,ポートガス・D・エース(パラレル),"2,480 円",https://card.yuyu-tei.jp/opc/100_140/st13/10004.jpg
"ST13",P-L,ST13-003,モンキー・D・ルフィ(パラレル),"4,980 円",https://card.yuyu-tei.jp/opc/100_140/st13/10006.jpg
"ST13",L,ST13-001,サボ,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10001.jpg
"ST13",L,ST13-002,ポートガス・D・エース,220 円,https://card.yuyu-tei.jp/opc/100_140/st13/10003.jpg
"ST13",L,ST13-003,モンキー・D・ルフィ,120 円,https://card.yuyu-tei.jp/opc/100_140/st13/10005.jpg
"ST14",SR,ST14-003,サンジ,220 円,https://card.yuyu-tei.jp/opc/100_140/st14/10003.jpg
"ST14",SR,ST14-006,ナミ,220 円,https://card.yuyu-tei.jp/opc/100_140/st14/10006.jpg
"ST14",C,ST14-002,ウソップ,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10002.jpg
"ST14",C,ST14-004,ジンベエ,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10004.jpg
"ST14",C,ST14-005,トニートニー・チョッパー,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10005.jpg
"ST14",C,ST14-007,ニコ・ロビン,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10007.jpg
"ST14",C,ST14-008,ハレダス,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10008.jpg
"ST14",C,ST14-009,フランキー,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10009.jpg
"ST14",C,ST14-010,ブルック,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10010.jpg
"ST14",C,ST14-011,ヘラクレス,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10011.jpg
"ST14",C,ST14-012,モンキー・D・ルフィ,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10012.jpg
"ST14",C,ST14-013,ロロノア・ゾロ,50 円,https://card.yuyu-tei.jp/opc/100_140/st14/10013.jpg
"ST14",C,ST14-014,ゴムゴムの巨人の回転弾,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10014.jpg
"ST14",C,ST14-015,ゴムゴムの悪魔風三刀流羊肉JET六百煩悩攻城砲,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10015.jpg
"ST14",C,ST14-016,仲間がいる゛よ!!!!,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10016.jpg
"ST14",C,ST14-017,サウザンド・サニー号,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10017.jpg
"ST14",L,ST14-001,モンキー・D・ルフィ,120 円,https://card.yuyu-tei.jp/opc/100_140/st14/10001.jpg
"ST15",SR,ST15-002,エドワード・ニューゲート,120 円,https://card.yuyu-tei.jp/opc/100_140/st15/10002.jpg
