series,section,number,name,price,image_url
"OP02",C,OP02-048,ワノ国,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10062.jpg
"OP02",C,OP02-052,カバジ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10068.jpg
"OP02",C,OP02-053,クロコダイル,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10069.jpg
"OP02",C,OP02-054,ゲッコー・モリア,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10070.jpg
"OP02",C,OP02-055,ジュラキュール・ミホーク,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10071.jpg
"OP02",C,OP02-060,モージ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10078.jpg
"OP02",C,OP02-066,インペルダウンオールスター,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10085.jpg
"OP02",C,OP02-069,DEATH WINK,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10088.jpg
"OP02",C,OP02-070,ニューカマーランド,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10089.jpg
"OP02",C,OP02-074,サルデス,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10096.jpg
"OP02",C,OP02-077,ソリティア,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10099.jpg
"OP02",C,OP02-080,ドボン,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10102.jpg
"OP02",C,OP02-081,ドミノ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10103.jpg
"OP02",C,OP02-084,ブルゴリ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10106.jpg
"OP02",C,OP02-088,SPHINX,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10112.jpg
"OP02",C,OP02-091,毒の道,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10115.jpg
"OP02",C,OP02-092,インペルダウン,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10116.jpg
"OP02",C,OP02-097,コーミル,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10123.jpg
"OP02",C,OP02-100,ジャンゴ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10127.jpg
"OP02",C,OP02-101,ストロベリー,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10128.jpg
"OP02",C,OP02-104,戦桃丸,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10131.jpg
"OP02",C,OP02-105,たしぎ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10132.jpg
"OP02",C,OP02-107,ドーベルマン,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10135.jpg
"OP02",C,OP02-108,ドンキホーテ・ロシナンテ,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10136.jpg
"OP02",C,OP02-109,ハグワール・D・サウロ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10138.jpg
"OP02",C,OP02-111,フルボディ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10140.jpg
"OP02",C,OP02-116,ヤマカジ,30 円,https://card.yuyu-tei.jp/opc/100_140/op02/10147.jpg
"OP02",C,OP02-118,八尺瓊勾玉,80 円,https://card.yuyu-tei.jp/opc/100_140/op02/10149.jpg
"OP02",P-L,OP02-001,エドワード・ニューゲート(パラレル),"3,980 円",https://card.yuyu-tei.jp/opc/100_140/op02/10002.jpg
"OP02",P-L,OP02-002,モンキー・D・ガープ(パラレル),"2,980 円",https://card.yuyu-tei.jp/opc/100_140/op02/10004.jpg
"OP02",P-L,OP02-025,錦えもん(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/op02/10034.jpg
"OP02",P-L,OP02-026,サンジ(パラレル),"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op02/10036.jpg
"OP02",P-L,OP02-049,エンポリオ・イワンコフ(パラレル),"1,980 円",https://card.yuyu-tei.jp/opc/100_140/op02/10064.jpg
"OP02",P-L,OP02-071,マゼラン(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/op02/10091.jpg
"OP02",P-L,OP02-072,ゼット(パラレル),"1,980 円",https://card.yuyu-tei.jp/opc/100_140/op02/10093.jpg
"OP02",P-L,OP02-093,スモーカー(パラレル),"2,980 円",https://card.yuyu-tei.jp/opc/100_140/op02/10118.jpg
"OP02",L,OP02-001,エドワード・ニューゲート,120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10001.jpg
"OP02",L,OP02-002,モンキー・D・ガープ,120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10003.jpg
"OP02",L,OP02-025,錦えもん,120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10033.jpg
"OP02",L,OP02-026,サンジ,120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10035.jpg
"OP02",L,OP02-072,ゼット,120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10092.jpg
"OP02",L,OP02-093,スモーカー,120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10117.jpg
"OP02",-,-,ドン!!カード(この戦争を終わらせに来た!!!),120 円,https://card.yuyu-tei.jp/opc/100_140/op02/10155.jpg
"OP03",P-SEC,OP03-122,そげキング(パラレル),980 円,https://card.yuyu-tei.jp/opc/100_140/op03/10147.jpg
"OP03",P-SEC,OP03-122,そげキング(パラレル)(スーパーパラレル)(刻印なし),"69,800 円",https://card.yuyu-tei.jp/opc/100_140/op03/10148.jpg
"OP03",P-SEC,OP03-123,シャーロット・カタクリ(パラレル),"1,480 円",https://card.yuyu-tei.jp/opc/100_140/op03/10150.jpg
"OP03",SEC,OP03-122,そげキング,420 円,https://card.yuyu-tei.jp/opc/100_140/op03/10146.jpg
"OP03",SEC,OP03-123,シャーロット・カタクリ(刻印なし),320 円,https://card.yuyu-tei.jp/opc/100_140/op03/10149.jpg
"OP03",P-SR,OP03-013,マルコ(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op03/10015.jpg
"OP03",P-SR,OP03-025,クリーク(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10032.jpg
"OP03",P-SR,OP03-041,ウソップ(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10050.jpg
"OP03",P-SR,OP03-066,パウリー(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10078.jpg
"OP03",P-SR,OP03-078,イッショウ(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op03/10093.jpg
"OP03",P-SR,OP03-080,カク(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10096.jpg
"OP03",P-SR,OP03-092,ロブ・ルッチ(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10111.jpg
"OP03",P-SR,OP03-108,シャーロット・クラッカー(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10129.jpg
"OP03",P-SR,OP03-113,シャーロット・ペロスペロー(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10136.jpg
"OP03",P-SR,OP03-114,シャーロット・リンリン(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op03/10138.jpg
"OP03",SR,OP03-013,マルコ,420 円,https://card.yuyu-tei.jp/opc/100_140/op03/10014.jpg
"OP03",SR,OP03-025,クリーク,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10031.jpg
"OP03",SR,OP03-041,ウソップ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10049.jpg
"OP03",SR,OP03-066,パウリー,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10077.jpg
"OP03",SR,OP03-078,イッショウ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10092.jpg
"OP03",SR,OP03-080,カク,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10095.jpg
"OP03",SR,OP03-114,シャーロット・リンリン,220 円,https://card.yuyu-tei.jp/opc/100_140/op03/10137.jpg
"OP03",P-R,OP03-018,火拳(パラレル),980 円,https://card.yuyu-tei.jp/opc/100_140/op03/10021.jpg
"OP03",P-R,OP03-024,ギン(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10030.jpg
"OP03",P-R,OP03-047,ゼフ(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op03/10057.jpg
"OP03",P-R,OP03-081,カリファ(パラレル),"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op03/10098.jpg
"OP03",P-R,OP03-086,スパンダム(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op03/10104.jpg
"OP03",P-R,OP03-112,シャーロット・プリン(パラレル),980 円,https://card.yuyu-tei.jp/opc/100_140/op03/10134.jpg
"OP03",R,OP03-028,ジャンゴ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10035.jpg
"OP03",R,OP03-030,ナミ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10037.jpg
"OP03",R,OP03-044,カヤ,220 円,https://card.yuyu-tei.jp/opc/100_140/op03/10053.jpg
"OP03",R,OP03-047,ゼフ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10056.jpg
"OP03",R,OP03-057,三・千・世・界,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10067.jpg
"OP03",R,OP03-070,モンキー・D・ルフィ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10082.jpg
"OP03",R,OP03-072,ゴムゴムのJET銃乱打,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10084.jpg
"OP03",R,OP03-081,カリファ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10097.jpg
"OP03",R,OP03-086,スパンダム,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10103.jpg
"OP03",R,OP03-097,六王銃,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10116.jpg
"OP03",R,OP03-112,シャーロット・プリン,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10133.jpg
"OP03",UC,OP03-002,アディオ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10003.jpg
"OP03",UC,OP03-005,サッチ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10006.jpg
"OP03",UC,OP03-008,バギー,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10009.jpg
"OP03",UC,OP03-011,ブラメンコ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10012.jpg
"OP03",UC,OP03-014,モンキー・D・ガープ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10016.jpg
"OP03",UC,OP03-015,リム,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10017.jpg
"OP03",UC,OP03-026,クロオビ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10033.jpg
"OP03",UC,OP03-029,チュウ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10036.jpg
"OP03",UC,OP03-033,はっちゃん,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10040.jpg
"OP03",UC,OP03-034,ブチ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10041.jpg
"OP03",UC,OP03-039,ワン・ツー・ジャンゴ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10046.jpg
"OP03",UC,OP03-045,カルネ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10054.jpg
"OP03",UC,OP03-048,ノジコ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10058.jpg
"OP03",UC,OP03-049,パティ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10059.jpg
"OP03",UC,OP03-050,ブードル,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10060.jpg
"OP03",UC,OP03-056,サンジのピラフ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10066.jpg
"OP03",UC,OP03-059,カク,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10070.jpg
"OP03",UC,OP03-060,カリファ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10071.jpg
"OP03",UC,OP03-063,ザンバイ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10074.jpg
"OP03",UC,OP03-067,ピープリー・ルル,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10079.jpg
"OP03",UC,OP03-074,独楽結び,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10086.jpg
"OP03",UC,OP03-079,ヴェルゴ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10094.jpg
"OP03",UC,OP03-088,フクロウ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10106.jpg
"OP03",UC,OP03-093,ワンゼ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10112.jpg
"OP03",UC,OP03-094,空気開扉,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10113.jpg
"OP03",UC,OP03-096,嵐脚　周断,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10115.jpg
"OP03",UC,OP03-104,シャーリー,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10124.jpg
"OP03",UC,OP03-105,シャーロット・オーブン,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10125.jpg
"OP03",UC,OP03-116,しらほし,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10140.jpg
"OP03",UC,OP03-117,ナポレオン,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10141.jpg
"OP03",UC,OP03-118,威国,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10142.jpg
"OP03",C,OP03-004,クリエル,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10005.jpg
"OP03",C,OP03-006,スピード・ジル,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10007.jpg
"OP03",C,OP03-007,ナミュール,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10008.jpg
"OP03",C,OP03-009,ハルタ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10010.jpg
"OP03",C,OP03-010,フォッサ,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10011.jpg
"OP03",C,OP03-019,火達磨,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10022.jpg
"OP03",C,OP03-020,ストライカー,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10023.jpg
"OP03",C,OP03-023,アルビダ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10028.jpg
"OP03",C,OP03-027,シャム,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10034.jpg
"OP03",C,OP03-031,パール,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10038.jpg
"OP03",C,OP03-032,バギー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10039.jpg
"OP03",C,OP03-035,モーム,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10042.jpg
"OP03",C,OP03-036,杓死,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10043.jpg
"OP03",C,OP03-037,歯ガム,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10044.jpg
"OP03",C,OP03-042,ウソップ海賊団,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10051.jpg
"OP03",C,OP03-043,ガイモン,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10052.jpg
"OP03",C,OP03-046,ゲンゾウ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10055.jpg
"OP03",C,OP03-052,メリー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10062.jpg
"OP03",C,OP03-053,ヨサク＆ジョニー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10063.jpg
"OP03",C,OP03-054,ウソーーップ輪ごーむっ!!!,80 円,https://card.yuyu-tei.jp/opc/100_140/op03/10064.jpg
"OP03",C,OP03-055,ゴムゴムの大槌,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10065.jpg
"OP03",C,OP03-061,キウイ＆モズ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10072.jpg
"OP03",C,OP03-064,タイルストン,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10075.jpg
"OP03",C,OP03-065,チムニー＆ゴンベ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10076.jpg
"OP03",C,OP03-068,ミノゼブラ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10080.jpg
"OP03",C,OP03-069,ミノリノケロス,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10081.jpg
"OP03",C,OP03-073,船底解体斬り,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10085.jpg
"OP03",C,OP03-075,ガレーラカンパニー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10087.jpg
"OP03",C,OP03-082,クマドリ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10099.jpg
"OP03",C,OP03-083,コーギー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10100.jpg
"OP03",C,OP03-084,ジェリー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10101.jpg
"OP03",C,OP03-085,ジャブラ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10102.jpg
"OP03",C,OP03-087,ネロ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10105.jpg
"OP03",C,OP03-091,ヘルメッポ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10109.jpg
"OP03",C,OP03-095,石鹼羊,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10114.jpg
"OP03",C,OP03-098,エニエス・ロビー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10117.jpg
"OP03",C,OP03-100,キングバーム,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10120.jpg
"OP03",C,OP03-101,ケイミー,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10121.jpg
"OP03",C,OP03-103,始末屋ボビン,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10123.jpg
"OP03",C,OP03-106,シャーロット・オペラ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10126.jpg
"OP03",C,OP03-107,シャーロット・ガレット,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10127.jpg
"OP03",C,OP03-109,シャーロット・シフォン,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10130.jpg
"OP03",C,OP03-111,シャーロット・プラリネ,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10132.jpg
"OP03",C,OP03-120,熱海温泉,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10144.jpg
"OP03",C,OP03-121,雷霆,30 円,https://card.yuyu-tei.jp/opc/100_140/op03/10145.jpg
"OP03",P-L,OP03-001,ポートガス・D・エース(パラレル),"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10002.jpg
"OP03",P-L,OP03-021,クロ(パラレル),"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op03/10025.jpg
"OP03",P-L,OP03-022,アーロン(パラレル),"1,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10027.jpg
"OP03",P-L,OP03-040,ナミ(パラレル),"7,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10048.jpg
"OP03",P-L,OP03-058,アイスバーグ(パラレル),980 円,https://card.yuyu-tei.jp/opc/100_140/op03/10069.jpg
"OP03",P-L,OP03-076,ロブ・ルッチ(パラレル),"1,780 円",https://card.yuyu-tei.jp/opc/100_140/op03/10089.jpg
"OP03",P-L,OP03-077,シャーロット・リンリン(パラレル),"1,780 円",https://card.yuyu-tei.jp/opc/100_140/op03/10091.jpg
"OP03",P-L,OP03-099,シャーロット・カタクリ(パラレル),"2,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10119.jpg
"OP03",L,OP03-001,ポートガス・D・エース,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10001.jpg
"OP03",L,OP03-040,ナミ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10047.jpg
"OP03",L,OP03-076,ロブ・ルッチ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10088.jpg
"OP03",L,OP03-099,シャーロット・カタクリ,120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10118.jpg
"OP03",SP,OP01-051,ユースタス・キッド(パラレル),"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10152.jpg
"OP03",SP,ST01-012,モンキー・D・ルフィ(パラレル),"24,800 円",https://card.yuyu-tei.jp/opc/100_140/op03/10153.jpg
"OP03",SP,ST03-009,ドンキホーテ・ドフラミンゴ(パラレル),"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10154.jpg
"OP03",SP,ST04-003,カイドウ(パラレル),"4,980 円",https://card.yuyu-tei.jp/opc/100_140/op03/10155.jpg
"OP03",-,-,ドン!!カード(……長い間!!!くそお世話になりました!!!),120 円,https://card.yuyu-tei.jp/opc/100_140/op03/10151.jpg
"OP04",P-SEC,OP04-118,ネフェルタリ・ビビ(パラレル),"1,780 円",https://card.yuyu-tei.jp/opc/100_140/op04/10142.jpg
"OP04",P-SEC,OP04-119,ドンキホーテ・ロシナンテ(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op04/10144.jpg
"OP04",SEC,OP04-118,ネフェルタリ・ビビ,500 円,https://card.yuyu-tei.jp/opc/100_140/op04/10141.jpg
"OP04",SEC,OP04-119,ドンキホーテ・ロシナンテ,320 円,https://card.yuyu-tei.jp/opc/100_140/op04/10143.jpg
"OP04",P-SR,OP04-013,ペル(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op04/10015.jpg
"OP04",P-SR,OP04-024,シュガー(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op04/10029.jpg
"OP04",P-SR,OP04-031,ドンキホーテ・ドフラミンゴ(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10039.jpg
"OP04",P-SR,OP04-044,カイドウ(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10055.jpg
"OP04",P-SR,OP04-060,クロコダイル(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10074.jpg
"OP04",P-SR,OP04-064,ミス・オールサンデー(パラレル),980 円,https://card.yuyu-tei.jp/opc/100_140/op04/10079.jpg
"OP04",P-SR,OP04-083,サボ(パラレル),"1,980 円",https://card.yuyu-tei.jp/opc/100_140/op04/10101.jpg
"OP04",P-SR,OP04-083,サボ(パラレル)(スーパーパラレル)(刻印なし),"59,800 円",https://card.yuyu-tei.jp/opc/100_140/op04/10102.jpg
"OP04",P-SR,OP04-090,モンキー・D・ルフィ(パラレル),"1,780 円",https://card.yuyu-tei.jp/opc/100_140/op04/10110.jpg
"OP04",P-SR,OP04-104,サンジ(パラレル),980 円,https://card.yuyu-tei.jp/opc/100_140/op04/10126.jpg
"OP04",P-SR,OP04-112,ヤマト(パラレル),"1,280 円",https://card.yuyu-tei.jp/opc/100_140/op04/10135.jpg
"OP04",SR,OP04-024,シュガー,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10028.jpg
"OP04",SR,OP04-031,ドンキホーテ・ドフラミンゴ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10038.jpg
"OP04",SR,OP04-064,ミス・オールサンデー,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10078.jpg
"OP04",SR,OP04-083,サボ,220 円,https://card.yuyu-tei.jp/opc/100_140/op04/10100.jpg
"OP04",SR,OP04-090,モンキー・D・ルフィ,320 円,https://card.yuyu-tei.jp/opc/100_140/op04/10109.jpg
"OP04",SR,OP04-112,ヤマト,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10134.jpg
"OP04",P-R,OP04-028,ディアマンテ(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10034.jpg
"OP04",P-R,OP04-030,トレーボル(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10037.jpg
"OP04",P-R,OP04-051,フーズ・フー(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10063.jpg
"OP04",P-R,OP04-072,Mr.5(ジェム)(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10088.jpg
"OP04",P-R,OP04-082,キュロス(パラレル),580 円,https://card.yuyu-tei.jp/opc/100_140/op04/10099.jpg
"OP04",P-R,OP04-100,カポネ・ベッジ(パラレル),780 円,https://card.yuyu-tei.jp/opc/100_140/op04/10121.jpg
"OP04",R,OP04-002,イガラム,220 円,https://card.yuyu-tei.jp/opc/100_140/op04/10003.jpg
"OP04",R,OP04-008,チャカ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10009.jpg
"OP04",R,OP04-015,ロロノア・ゾロ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10017.jpg
"OP04",R,OP04-030,トレーボル,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10036.jpg
"OP04",R,OP04-043,うるティ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10053.jpg
"OP04",R,OP04-056,ゴムゴムの業火拳銃,220 円,https://card.yuyu-tei.jp/opc/100_140/op04/10068.jpg
"OP04",R,OP04-066,ミス・バレンタイン(ミキータ),120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10081.jpg
"OP04",R,OP04-089,バルトロメオ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10108.jpg
"OP04",R,OP04-092,レベッカ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10112.jpg
"OP04",R,OP04-100,カポネ・ベッジ,120 円,https://card.yuyu-tei.jp/opc/100_140/op04/10120.jpg
"OP04",UC,OP04-003,ウソップ,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10004.jpg
"OP04",UC,OP04-006,コーザ,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10007.jpg
"OP04",UC,OP04-009,超カルガモ部隊,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10010.jpg
"OP04",UC,OP04-014,モンキー・D・ルフィ,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10016.jpg
"OP04",UC,OP04-018,魅惑のメマーイダンス,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10020.jpg
"OP04",UC,OP04-022,エリック,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10026.jpg
"OP04",UC,OP04-032,ベビー5,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10040.jpg
"OP04",UC,OP04-033,マッハバイス,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10041.jpg
"OP04",UC,OP04-034,ラオG,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10042.jpg
"OP04",UC,OP04-037,羽撃糸,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10045.jpg
"OP04",UC,OP04-046,クイーン,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10057.jpg
"OP04",UC,OP04-048,ササキ,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10059.jpg
"OP04",UC,OP04-049,ジャック,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10060.jpg
"OP04",UC,OP04-053,ページワン,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10065.jpg
"OP04",UC,OP04-057,龍巻壊風,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10069.jpg
"OP04",UC,OP04-059,アイスバーグ,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10072.jpg
"OP04",UC,OP04-069,Mｒ.2・ボン・クレー(ベンサム),80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10084.jpg
"OP04",UC,OP04-070,Mr.3(ギャルディーノ),80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10085.jpg
"OP04",UC,OP04-071,Mr.4(ベーブ),80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10086.jpg
"OP04",UC,OP04-075,鼻空想砲,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10091.jpg
"OP04",UC,OP04-080,ギャッツ,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10096.jpg
"OP04",UC,OP04-085,スレイマン,80 円,https://card.yuyu-tei.jp/opc/100_140/op04/10104.jpg
